index,title,language
5601,# of healthcare volunteers receiving first aid kit training and  providing first aid response using knowledge,Language.ENGLISH
5602,# of emergency referrals supported (under 5),Language.ENGLISH
5603,# of emergency referrals supported (overall),Language.ENGLISH
5604,"Number of child returnees who received health services (disaggregated by sex, age, disability)",Language.ENGLISH
5605,"Number of child returnees who were enrolled in pre-school or mainstream school (disaggregated by sex, age, and disability)",Language.ENGLISH
5606,"Number of child returnees supported with cash assistance (disaggregated by sex, age, and disability)",Language.ENGLISH
5607,# of children reached directly with key WASH  messages in Za’atari camp,Language.ENGLISH
5608,# of participants (disaggregated by sex) attending 2021 Global Event Days in Za’atari  camp,Language.ENGLISH
5609,"of mothers, fathers and caregivers reached through parenting program - Adjumani 4418, Yumbe 1,477, Terego 500",Language.ENGLISH
5610,"of children who experience or at risk of experiencing sexual violence and received at least one kind of multi-sectoral support services in humanitarian situations Yumbe= 40Children (4boys:36girls) Adjumani= 40 (4boys:36girls),  Terego 8 Children (1 boy: 7 girls )",Language.ENGLISH
5611,"of children registered as unaccompanied or separated who received appropriate alternative care services Yumbe= 323 Children (148boys:175girls) Adjumani= 1,216 (545 boys:671girls), Terego 133 children( 47 boys, 86 girls)",Language.ENGLISH
5612,"of children registered as unaccompanied or separated who received appropriate alternative care services Yumbe= 323 Children (148boys:175girls) Adjumani= 1,216 (545 boys:671girls), 133 children( 47 boys, 86 girls)",Language.ENGLISH
5613,"of children (f/m) children, boys and girls registered to participate in recreational and psychosocial support: Yumbe 8,343 children (5,256 boys:3,087 girls) Adjumani 10,012 children (6,308 boys:3,704), Terego 9185 (4870 boys : 4315 girls)",Language.ENGLISH
5614,"of children, adolescents, caregivers and leaders who actively participate in C4D activities: Adjumani: 10,023 Children and adolescents =5,185 (2,638 boys: 2,547 girls) Caregivers =4,418 (1,952M: 2,466F) Leaders=420 (239M: 181F) Yumbe: 6,500 Individuals Children and adolescents = 3,019 (1,401boys : 1,618girls)Caregivers or parents = 1,477 (723M:754F) Leaders=504 (279M: 225F), Terego- 2500 individuals Children and adolescents = 1,510 (900boys:610girls)Caregivers = 738 (411M:327F)Leaders = 252 (152M:100F)",Language.ENGLISH
5615,"of children (and caregivers) accessing mental health and psychosocial support: Yumbe= 3,019 children and adolescents (1,401 boys:1,618 girls) Adjumani= 5,185 children and adolescents (2,638 boys:2,547girls), Terego 3,674 (1,286 boys: 2,388girls)",Language.ENGLISH
5616,Nombre d'Unites nutritionnelles fonctionnelles,Language.FRENCH
5617,Indicator 1.1: # of children and caregivers accessing mental health and psychosocial support through child friendly spaces with intersectoral programming interventions disaggregated by sex (G/B),Language.ENGLISH
5618,Indicator 1.2: # of unaccompanied and separated girls and boys registered with family tracing and reunification services and family- based care or appropriate alternative services disaggregated by sex (G/B),Language.ENGLISH
5619,Indicator 3.1: # of women and men in programme locations who believe that FGM/C should be eliminated who participate in and and facilitate dialogue sessions,Language.ENGLISH
5620,"Indicator 2.2: # of women, girls and boys who accessed gender- based violence and PSEA risk mitigation, prevention or response interventions, and successfully reintegrated in their community",Language.ENGLISH
5621,"Indicator 2.1: # of women, girls and boys accessing gender-based violence and PSEA risk mitigation, prevention or response interventions",Language.ENGLISH
5622,"1.1.3: # of girls and boys suspected or accused of a crime and child victims of crimein targeted locations who benefited from legal aid and legal representation during the quarter/semester (target 50 per month, 300 in 6 months)",Language.ENGLISH
5623,1.1.4: # of girls and boys in conflict with the law in targeted locations who are subject to a diversion order or alternative measure as opposed to a custodial sentence. ( Target: all children regardless type of offense they have committed).,Language.ENGLISH
5624,Number of people who gained access to basic sanitation services as a result of this program,Language.ENGLISH
5625,Number of people accessing a basic sustainable drinking water source as a result of this program,Language.ENGLISH
5626,"of children, adolescents, caregivers and leaders participating in program activities who know where/how to access relevant services Adjumani: 6,014 Individuals Children and adolescents =3,111 (1,583 boys: 1,528 girls) Caregivers =2,651 (1,171M: 1,480F) Leaders = 252 (143M:109F) Yumbe: Children and adolescents = 2730 (1256 Boys:1474Girls)Caregivers or parents = 1319 (646M:673F)Leaders = 501 (276M:225F), Terego 1750 individuals (70%)Children and adolescents = 1057 (624Boys: 433Girls)Caregivers or parents = 517(290M:227F)Leaders = 176 (106M:79F)",Language.ENGLISH
5627,"of children, adolescents, caregivers and leaders participating in program activities who know where/how to access relevant servicesAdjumani: 6,014 Individuals Children and adolescents =3,111 (1,583 boys: 1,528 girls) Caregivers =2,651 (1,171M: 1,480F) Leaders = 252 (143M:109F) Yumbe: 3900 individuals - Children and adolescents = 2340 (1076Boys:1264Girls) Caregivers or parents = 1131 (554M:577F)Leaders = 429 (236M:193F), Terego 1500 individuals - Children and adolescents = 900 (531M:369F)Caregivers = 450 (252M:198F)Leaders = 150 (90M:60F)",Language.ENGLISH
5628,"of children, adolescents, caregivers and leaders participating in program activities who promote positive practices: Adjumani: 4,009 Individuals- Children and adolescents = 2,047 (1,055 boys: 1,019 girls) Caregivers =1,767 (781M: 986F) Leaders= 68 (96M:72F) Yumbe: 2,000 Individuals Children and adolescents = 1,208 (560 boys: 647 girls) Caregivers or parents = 591 (289M:302F) Leaders = 202 (112M: 90F), Terego 1000 individuals - Children and adolescents = 600 (354boys: 246girls)Caregivers or parents = 300 (168M:132F)Leaders = 100 (60M:40F)",Language.ENGLISH
5629,"of children and adults who have access to a UNICEF-supported SEA reporting channel: Adjumani: 10,023 Children and adolescents =5,185 (2,638 boys: 2,547 girls) Caregivers =4,418 (1,952M: 2,466F) Leaders=420 (239M: 181F) Yumbe: 6500 individuals- Children and adolescents = 3925 (1821M:2104F)Caregivers = 1920 (940M:980F)Leaders = 655(362M:293F), Terego - 4664 individuals 3,674 children (1,286 boys: 2,388girls)Caregivers = 738 (411M:327F)Leaders = 252 (152M:100F)",Language.ENGLISH
5630,"of children and young people reached through awareness activities and UNICEF supported community mobilization interventions on PSEA: Adjumani= 5,185 Children (2,638 boys: 2,547 girls) Yumbe= 3,019 Children (1,401boys:1,618girls), Terego 950 children (529 boys, 421 girls)",Language.ENGLISH
5631,"of people sharing their concerns and asking questions/clarifications for available support services to address their needs through established feedback mechanisms, Adjumani= Children and adolescents = 78 (31 boys:47boys)Adults = 145 (99men:46women),  Yumbe = Children and adolescents = 290 (139 boys:151girls)Adults = 516 (298men:218women), Terego = Children and adolescents = 40 (21boys:19girls)Adults = 20 (7 men:13 women)",Language.ENGLISH
5632,Nombre de personnes ayant acces a l’eau potable,Language.FRENCH
5633,Nombre d’enfants et d’adultes qui ont accès à un mécanisme sur et accessible pour signaler l’exploitation et les abus sexuel,Language.FRENCH
5634,Nombre de MAS pris en charge en UNTI,Language.FRENCH
5635,Nombre d’enfants 6-59 mois MAM (désagrégé par genre) admis dans les CAC,Language.FRENCH
5636,Nombre des enfants MAM déchargés en CAC,Language.FRENCH
5637,Nombre d’enfants 6-59 mois MAM et MAS (désagrégé par genre) admis dans les structures nutritionnelles,Language.FRENCH
5638,Nombre d’enfants 6-59 mois MAS (désagrégé par genre) admis dans les centres de santé,Language.FRENCH
5639,Nombre d’enfants 6-59 mois MAM (désagrégé par genre) admis dans les centres de santé,Language.FRENCH
5640,Nombre des enfants MAS déchargés des CS,Language.FRENCH
5641,Nombre des enfants MAM déchargés des CS,Language.FRENCH
5642,Nombres de gardiens d’enfant formés/recyclés sur l’utilisation du PB et la détection des œdèmes pour dépister les cas de Malnutrition,Language.FRENCH
5643,# of healthcare facilities (or COVID-19 facilities) provided with institutional cleaning and disinfection kits,Language.ENGLISH
5644,# people reached with hand-washing behaviour-change programmes,Language.ENGLISH
5645,# of girls and women receiving menstrual hygiene items in family hygiene kits,Language.ENGLISH
5646,# of healthcare facilities (or COVID19 facilities) equipped with WASH facilities,Language.ENGLISH
5647,# people reached with hygiene kits including items for the menstrual hygiene management,Language.ENGLISH
5648,"Nombre des prestaires de soins, d’Agents psychosociaux et TPS formés sur la gestion de cas VBG des enfants",Language.FRENCH
5649,3.	Meaningful engagement of adolescents and youth volunteers and self-help groups in COVID-19 prevention and response interventions:,Language.ENGLISH
5650,4. Contribute to diversion of 100 Children in Conflict with the law through provision of marketable vocational skills and entrepreneurship opportunities.,Language.ENGLISH
5651,"5. Create alternative livelihoods for adolescents and youth in streets through production of locally made COVID-19 related protective gears, and provision of one time take away meals.",Language.ENGLISH
5652,#  Of girls and boys (6-59 months) affected by severe acute malnutrition admitted into CMAM treatment centres,Language.ENGLISH
5653,Number of populations in humanitarian situations reached with messages on appropriate hygiene practices,Language.ENGLISH
5654,# of children receiving psychosocial support.,Language.ENGLISH
5655,# of boys and girls who are placed in family or alternative family care,Language.ENGLISH
5656,# of at-risk adolescents equipped with knowledge and life skills that reduce their vulnerability and protect them from violence,Language.ENGLISH
5657,"#  of community member   reached through awareness raising campaign on prevention of family separation, violence against children including early marriage, recruitment into armed groups, prevention of AWD and risks of UXO.",Language.ENGLISH
5658,1.2  Number of  boys and girls < 5 SAM  received deworming on admissions at the OTP sites and the stabilization centers,Language.ENGLISH
5659,2.1  Number of  boys and Girls  0-59 months of SAM with medical complication receiving Nutritional rehabilitation/treatment at the SC,Language.ENGLISH
5660,2.2 Number of Boys and Girls  6-59 months of SAM receiving outpatient treat at the OTP centers,Language.ENGLISH
5661,1.3 Number of boys and Girls  aged 6-59 months who received vitamin A supplements in semester 1,Language.ENGLISH
5662,2.2 Number of  boys and girls aged 6-59 months with SAM who are admitted for treatment,Language.ENGLISH
5663,2.1 Number of boys and girls U5  screened  screened for Malnutrition,Language.ENGLISH
5664,2.3 - Number of boys and girls aged 6-59 months with MAM who are admitted for treatment,Language.ENGLISH
5665,1.1 Number of boys and girls  6-23 months received  Vitamin A,Language.ENGLISH
5666,1.2 Number of  boys and girls  aged 6-23 months received MNPs supplementation,Language.ENGLISH
5667,2.1 Number of boys and girls screened for acute malnutrition,Language.ENGLISH
5668,"2.2 Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted into the OTP program",Language.ENGLISH
5669,2.3 Number of health and nutrition workers (Male and Female) trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
5670,1.1: Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,Language.ENGLISH
5671,1.3 - Number of primary caregivers of children aged 0-23 months who received IYCF counselling,Language.ENGLISH
5672,2.1 Number of health and nutrition workers trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
5673,3.4: Number of senior staff trained on prevention of sexual exploitation and abuse,Language.ENGLISH
5674,1.1 - Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,Language.ENGLISH
5675,1.4 Number of children aged 6-59 months who received vitamin A supplements in semester 1,Language.ENGLISH
5676,2.1 - Number of health and nutrition workers trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
5677,2.2  Number of boys and girls 6-59 months screened for acute malnutrition.,Language.ENGLISH
5678,2.3  - Number of children aged 6-59 months with SAM who are admitted for treatment,Language.ENGLISH
5679,1.2 Number of children 6-23months received MNPs supplementation,Language.ENGLISH
5680,1.3  Number of primary caregivers of children aged 0-23 months who received IYCF counseling,Language.ENGLISH
5681,1.4 Number of children 6-59 months received Vitamin A supplementation,Language.ENGLISH
5682,2.3 Number of health and nutrition workers trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
5683,3.4 Number of senior staff trained on prevention of sexual exploitation and abuse,Language.ENGLISH
5684,1.1	Number of health and nutrition workers trained to provide Infant and Young Child Counselling (IYCF) counselling services as per national standards,Language.ENGLISH
5685,1.3	Number of primary caregivers of children aged 0-23 months who received IYCF counselling,Language.ENGLISH
5686,1.4	Number of children aged 6-59 months who received vitamin A supplements,Language.ENGLISH
5687,2.1	Number of health and nutrition workers trained on management of severe acute malnutrition (SAM) as per national standards,Language.ENGLISH
5688,2.2	Number of children aged 6-59 months with SAM who are admitted for treatment,Language.ENGLISH
5689,2.3	Number of children aged 6-59 months with MAM (EAC) who are admitted for treatment,Language.ENGLISH
5690,3.4	Number of senior staff trained on prevention of sexual exploitation and abuse,Language.ENGLISH
5691,# d'enfants non accompagnés (y compris enfants en situation de handicap) identifiés et placés dans une prise en charge familiale transitoire ou une solution de replacement approprié,Language.FRENCH
5692,# d’enfant filles et garçons réunifiés avec leurs familles,Language.FRENCH
5693,# de filles et de garçons (y compris celles et ceux en situation de handicap) ayant survécu à une violence basée sur le genre ayant bénéficié de la prise en charge psychosociale (incluant dans le contexte COVID-19 et MVE),Language.FRENCH
5694,# d’enfants et d’adultes qui ont accès à un mécanisme sur et accessible pour signaler l’exploitation et les abus sexuel,Language.FRENCH
5695,"Nombre d'enfants vulnérables et/ou affectés par les urgences humanitaires bénéficiant de soutien psychosocial, incluant l'accès à des Espaces Amis d'Enfants (désagrégé par âge /genre/handicap)",Language.FRENCH
5696,"Nombre de personnes et enfants sensibilisés sur les risques de séparation familiale, exploitation et abus sexuel et risques de protection de l’enfance désagrégé par âge/genre/handicap",Language.FRENCH
5697,# de graves violations des droits de l'enfant (inclus des violences sexuelles et basées sur le genre) rapportées,Language.FRENCH
5698,1.1 Number of children 6-23 months received MNPs supplementations,Language.ENGLISH
5699,1.2 Number of children 6-59 months received VA supplements,Language.ENGLISH
5700,"2.2 Number of children, (boys and girls) under-5 with Severe Acute Malnutrition admitted in to the OTP program",Language.ENGLISH
5701,2.1  Number of boys and girls screened for acute malnutrition,Language.ENGLISH
5702,2.3 Number of children aged 6-59 months with SAM who are admitted for Treatment in SC sites (disaggregated by sex),Language.ENGLISH
5703,1.3 Number of children 6-23 months received MNPs supplementations (target,Language.ENGLISH
5704,3.3 Number of senior staff trained on prevention of sexual exploitation and abuse,Language.ENGLISH
5705,Number of teachers trained on importance of hygiene and sanitation,Language.ENGLISH
5706,Number of hygiene clubs established in schools,Language.ENGLISH
5707,Number of schools with improved handwashing facilities,Language.ENGLISH
5708,"Number of school children provided with access to hand hygiene facilities, disaggregated by sex and disability",Language.ENGLISH
5709,Number of people reached through messaging on key lifesaving behaviours and access to services,Language.ENGLISH
5710,Number of school board members/heads/teachers trained on WASH in Schools,Language.ENGLISH
5711,Number of school boards and school headteachers trained,Language.ENGLISH
5712,"Number of schools with functioning WASH club,  receiving support for school inspection visits",Language.ENGLISH
5713,"of Ministry of Youth (MoY) youth centre (YC) trainers receiving trainings on Life skills and sports for peace activities, and transferrable skills   (Maharati Transition)",Language.ENGLISH
5714,of Makani partners staff filling out the Learning Needs Assessment Survey to identify learning gaps (Makani Skills Building Component),Language.ENGLISH
5715,of Makani partners staff receiving capacity building trainings on Transferable skills (Makani Skills Building Component),Language.ENGLISH
5716,of MoY trainers receiving TTT training on leadership (Leadership Programme),Language.ENGLISH
5717,of Target Group (TG) members benefitting from the Leadership programme activities (Leadership Programme),Language.ENGLISH
5718,of youth leaders receiving Climate Responsibility Training  (Jordan Youth Climate Action Programme),Language.ENGLISH
5719,of Target Group (TG) members benefitting from the Climate Action programme activities (Jordan Youth Climate Action Programme),Language.ENGLISH
5720,of people attending the advocacy events implemented by the Youth Action Climate Leaders (Jordan Youth Climate Action Programme),Language.ENGLISH
5721,change in the levels of awareness on climate change and water issues in Jordan (Jordan Youth Climate Action Programme),Language.ENGLISH
5722,of  youth leaders who report an increased levels of knowledge on climate action through Advocacy For Peace (Jordan Youth Climate Action Programme),Language.ENGLISH
5723,change in levels of willingness to actively engage in civic activities related to climate change and water issues in Jordan (Jordan Youth Climate Action Programme),Language.ENGLISH
5724,of Ministry of Youth (MoY) and Ministry of Digital Economy and Entrepreneurship (MoDEE) facilitators receiving training on facilitation techniques and methodologies (Learning Bridges Club),Language.ENGLISH
5725,of MoY and MoDEE facilitators report increased levels of knowledge on facilitation techniques and methodologies  (Learning Bridges Club),Language.ENGLISH
5726,change in students grade (4-10) levels of attendance   in the Learning Bridges activities  (Learning Bridges Club),Language.ENGLISH
5727,change in the levels of knowledge of concepts and skills for leadership (Leadership Programme),Language.ENGLISH
5728,change in levels of ability to build networks for positive change  (Leadership Programme),Language.ENGLISH
5729,change in the levels of confidence to take on leadership roles in society (Leadership Programme),Language.ENGLISH
5730,change in the levels of men/boys negative perception on women/girls leadership roles in society (Leadership Programme),Language.ENGLISH
5731,of Target Group (TG) members report an increased levels of knowledge on leadership skills  (Leadership Programme),Language.ENGLISH
5732,of MoY trainers who report an increased levels of knowledge on leadership skills (Leadership Programme),Language.ENGLISH
5733,"of Makani partners staff attaining at least 75% in a competency assessment to measure their knowledge, skills, and abilities  (Makani Skills Building Component)",Language.ENGLISH
5734,of Makani partners staff who report an increased levels of knowledge on Transferable skills (Makani Skills Building Component),Language.ENGLISH
5735,"of Ministry of youth (MoY) youth centres (YC) trainers who report an increased levels of knowledge on Life skills and sports for peace activities, and transferrable skills (Maharati Transition)",Language.ENGLISH
5736,# of Adolescents leading innovative and social entrepreneurial initiatives,Language.ENGLISH
5737,"Indicator 3.6: # of persons reached with IEC material with key CP messages on  prevention of child marriage, family separation, mine risk awareness, prevention of GBV and SEA, prevention of child recruitment",Language.ENGLISH
5738,Indicator 3.8: # of community members engaged in facilitated community care discussions by the trained Community Discussion Leaders,Language.ENGLISH
5739,"Indicator 3.4:  # of persons who participated in social norm change interventions meant to protection children and women from violence, exploitation and harmful practices including SEA",Language.ENGLISH
5740,"Indicator 3.2: # of men, parents and caregivers who participated in family mediation and parenting programmes to protect children and women from violence, exploitation and harmful practices including SEA.",Language.ENGLISH
5741,Indicator 3.5: # of community members who have participated in a public declaration of support for the abandonment of FGM/C,Language.ENGLISH
5742,"Indicator 3.7: # of GBV stakeholders (police, health workers and paralegals) trained on  GBV prevention and case management including SEA training",Language.ENGLISH
5743,"Indicator 4.1: # of children and women reached with individual and group mental health and psychosical support (including UASC, GBV and SEA survivors etc)",Language.ENGLISH
5744,1.3.4 # of trainees expanding their professional network,Language.ENGLISH
5745,1.4.1 # of vulnerable young women and men enrolled in Vocational Training Bijoux Accessories,Language.ENGLISH
5746,1.4.2 % of enrolled trainees completing Vocational Training in Bijoux Accesories,Language.ENGLISH
5747,1.4.3 # of trainees receiving participation certificate in Bijoux Accesories,Language.ENGLISH
5748,1.4.4 # of trainees enrolled in new training opportunities,Language.ENGLISH
5749,1.3.1 # of vulnerable young women and men enrolled in Vocational Training Solar System and Green Energy,Language.ENGLISH
5750,1.3.2 % of enrolled trainees completing Vocational Training in Solar System and Green Energy,Language.ENGLISH
5751,1.3.3 # of trainees receiving participation certificate in Solar System and Green Energy,Language.ENGLISH
5752,1.2.1 # of vulnerable young women and men enrolled in Vocational Training in Carpentry,Language.ENGLISH
5753,1.2.2 % of enrolled trainees completing Vocational Training in Carpentry,Language.ENGLISH
5754,1.2.3 # of trainees receiving participation certificate in Carpentry,Language.ENGLISH
5755,1.2.4 # of trainees displaying their wood work skills in Bunayat Centre,Language.ENGLISH
5756,1.1.1 # of youth outreached,Language.ENGLISH
5757,1.1.2 # of vulnerable young women and men enrolled in ceramic Vocational Training,Language.ENGLISH
5758,1.1 # of vulnerable young women and men enrolled in Vocational Training,Language.ENGLISH
5759,1.2 # of young women and men who have completed the Vocational Training,Language.ENGLISH
5760,".1 Indicator  Number of children accessing formal or non-formal education, including early learning",Language.ENGLISH
5761,Number of children age 6-59 months receiving 2 annual doses of Vit A in the reporting year,Language.ENGLISH
5762,COVID: Number of people reached with critical WASH supplies (including hygiene items) and services,Language.ENGLISH
5763,Number of targeted population in humanitarian situations who access and use safe drinking water,Language.ENGLISH
5764,"#  of Helpline Counsellors and YALEP Facilitators successfully refresher trained on HIV, COVID-19, Vaccine and SRH.",Language.ENGLISH
5765,1.1.3 # of enrolled trainees completing Vocational Training in Ceramic,Language.ENGLISH
5766,1.1.5 # of trainees displaying their ceramic work in Bunayat Centre,Language.ENGLISH
5767,1.1.4 # of trainees receiving participation certificate in Ceramic,Language.ENGLISH
5768,"1.2 Indicator: •	Number of young children, school aged children and adolescents access safe and protective learning environments.",Language.ENGLISH
5769,1.5  Indicator: Number of children benefiting from teaching learning material including recreational materials and textbooks.,Language.ENGLISH
5770,1.4  Indicator: Number of students dewormed in schools,Language.ENGLISH
5771,1  Indicator: Number of students whose learning is assessed,Language.ENGLISH
5772,2.5.  Indicator: Number of  CECs trained in leadership and management,Language.ENGLISH
5773,"2.2  Indicator: Number of children with increased foundational literacy skills, disaggregated by gender",Language.ENGLISH
5774,2.3  Indicator: Number of teachers trained on child centered teaching methodologies psychosocial support and prevention of GBV.,Language.ENGLISH
5775,3.1. Indicator: Number of MOECHEs officials and CECs trained on resilience building including DRR response,Language.ENGLISH
5776,1.3 Indicator: •	Number of schools receiving capitation grants.,Language.ENGLISH
5777,2.4  Indicator: Number of head masters and deputy head masters trained,Language.ENGLISH
5778,1.6 Indicator  Number of pilot model ECE centers established,Language.ENGLISH
5779,Nombre d'enfants de 0-59 mois MAS pris en charge.,Language.FRENCH
5780,"Nombre des nouveaux cas MAS détecté (dépistage actif) dans les ménages (mères, gardiens d’enfants)",Language.FRENCH
5781,Nombre des nouveaux cas MAS détecté (dépistage actif) dans la communauté et admis pour la prise en charge,Language.FRENCH
5782,"Nombre de gardiens d'enfants < 5 ans conseillés en ANJE en situation d’urgence et sur les pratiques familiales essentiels (PFE) au niveau des structures de santé (lors des activités de routine, à la décharge des enfants malnutris aigue…).",Language.FRENCH
5783,Output indicator 1.1.1: Number of children and adolescents enrolled in learning-support services,Language.ENGLISH
5784,Output indicator 1.1.2: Number of children and adolescents (10-18 years) enrolled in learning support service (including Microsoft Teams),Language.ENGLISH
5785,"Output indicator 1.1.3: Number of eligible children and adolescents referred to formal and non-formal certified education programmemes (i.e. formal education, Catchup and Dropout programmemes)",Language.ENGLISH
5786,# Number of people with access to safe water from trucking/vouchers,Language.ENGLISH
5787,# of families in 9 targeted districts who are capacitated and have sufficient knowledge and skills to receive children under the foster care/ guardianship,Language.ENGLISH
5788,# of service providers has knowledge and skills to refer children to alternative family care and do necessary monitoring,Language.ENGLISH
5789,# of  staff members of four FCSCs are retrained and able to implement team around the child and family centered approach in work with vulnerable children.,Language.ENGLISH
5790,# of Maternity Ward have knowledge and skills to support familied aimed at Ending Placement of children under 3 in the Residential Childcare Institution,Language.ENGLISH
5791,# of  staff members of 10 Comprehensive Family and Child Support Units  are retrained and able to implement family centered approach in work with families and children with developmental issues and disability.,Language.ENGLISH
5792,# of faith leaders who received training on psychosocial first aid,Language.ENGLISH
5793,# of faith leaders who receive training on child rights and child protection,Language.ENGLISH
5794,#  of faith leader who will participate in faith-based child protection network groups,Language.ENGLISH
5795,# of parents and faith leaders who will participate in inception  meetin,Language.ENGLISH
5796,# of chilrend who participated in Physchosocial support activities  in IDP camps - interaction,Language.ENGLISH
5797,# of children who received social support,Language.ENGLISH
5798,# Children who have received individual case management and other specialized services,Language.ENGLISH
5799,# of discussion sessions with parents and children in the targeted community,Language.ENGLISH
5800,# Children and  parents/caregivers accessing mental health and psychosocial support.,Language.ENGLISH
5801,"of children (boys and girls) with access to child friendly latrines (B:6,831 (54%) G:5,819 (46%)",Language.ENGLISH
5802,"of girls and boys, including students with disabilities that report improved access to school water and sanitation facilities (B:6,831 (54%), G:5,819 (46%)",Language.ENGLISH
5803,"of children and young people reached through awareness activities and UNICEF supported community mobilisation interventions on PSEA (Children– 40,700 B:21,978 G:18,722 Adults:539)",Language.ENGLISH
5804,"of children and adults who have access to a UNICEF-supported SEA reporting channel (Children– 40,700 B:21,978 G:18,722 Adults: 539)",Language.ENGLISH
5805,"of people sharing their concerns and asking questions/clarifications to address their needs through existing established feedback mechanisms (B:3,415 G:2,412)",Language.ENGLISH
5806,of community members reached through community dialogues,Language.ENGLISH
5807,of frontline workers receive two day training on GBV and COVID-19 risk mitigation and service provision,Language.ENGLISH
5808,"of CPAN members  and social workers  trained on child protection issues, GBV risks, child rights and case management.",Language.ENGLISH
5809,of WGFS are established and functional.,Language.ENGLISH
5810,of MAG members and AYN members trained  peer to peer  on Life skills including VAWG and Child marriage,Language.ENGLISH
5811,"of people reached with awareness session on life saving services, GBV, SGBV, child marriage, forced marriage and child right",Language.ENGLISH
5812,of religious leaders  trained on VAWG and Child marriage at district level (all male),Language.ENGLISH
5813,"of service providers including health, teachers, social workers received training on GBV case management and youth and adolescent friendly services",Language.ENGLISH
5814,of Child Protection Action Networks (CPANs) maintained,Language.ENGLISH
5815,of Multi-purpose Adolescent Groups  - Adolescent girls only platforms established,Language.ENGLISH
5816,"% of attained level of knowledge of community members who received awareness sessions on elimination of violence against children and COVID 19 prevention conducted by RLs including viewing clubs using Peace, Love and Tolerance docu-drama and MSC on knowledge, attitudes and practices",Language.ENGLISH
5817,"% of attained level of knowledge of RL who received training on child protection using Peace Love and Tolerance and MSC on attitudes and practices- (disaggregated by gender, location and age if possible).",Language.ENGLISH
5818,# of children with disabilities (CWD) are assessed and provided with supportive services to enroll in 65 public schools,Language.ENGLISH
5819,# of CWDs supported by assistant teachers’,Language.ENGLISH
5820,% of students with disabilities who showed progress against their Individual Educational Plan (IEP).,Language.ENGLISH
5821,% of CWD supported during class or school closures due to COVID19 in the camp,Language.ENGLISH
5822,% of children with disabilities supported during school closures in the host communities,Language.ENGLISH
5823,Number of students receiving transportation,Language.ENGLISH
5824,Number of new students receiving accommodative equipment,Language.ENGLISH
5825,Number of students receiving medical glasses,Language.ENGLISH
5826,# of formal education classroom teachers provided with supportive coaching and mentoring by MC -visits,Language.ENGLISH
5827,# of total children attending extra- curricular activities in Azraq Camp schools,Language.ENGLISH
5828,1.1	# of WaSH volunteers who receive refresher trainings on the tools and skills to conduct   the community mobilization activities,Language.ENGLISH
5829,1.2	 # of WaSH volunteers attending 70% of the advanced training package (i.e.: MHM),Language.ENGLISH
5830,1.3	 % of the WaSH volunteers with improved knowledge through the advanced training package,Language.ENGLISH
5831,1.5	 # of IBVs hired and trained,Language.ENGLISH
5832,Output indicator 3.1.1: Number of vulnerable children (0-5) accessing structured ECD programmemes,Language.ENGLISH
5833,1.9	% of women and men in Azraq camp that understand the functionality and report ownership of the WASH community Representative structure,Language.ENGLISH
5834,1.8	 % of men and women who report practicing at least three ways of ensuring the amount of 35l/p/d of water is adequate to meet their needs,Language.ENGLISH
5835,"1.12	# of women, men, boys and girls participated in the events",Language.ENGLISH
5836,"Output indicator 1.2.1: Number of vulnerable, adolescents (13-18) enrolled Skills Building Training core package service",Language.ENGLISH
5837,"Output indicator 1.2.2: Number of vulnerable adolescents who completed the Skills Building training  (transferable skills, financial literacy, and digital literacy)",Language.ENGLISH
5838,"Output indicator 2.1.1: Number of vulnerable adolescents (13-18) enrolled in volunteering  activities, coaching and civic engagement/youth led- initiatives",Language.ENGLISH
5839,Output indicator 2.1.3: Number of vulnerable adolescents and youth volunteering within Makani center through Nahno platform,Language.ENGLISH
5840,Output indicator 3.1.2: Number of women and men participating in structured and parenting programmemes,Language.ENGLISH
5841,"Output indicator 3.1.3:  Number of vulnerable children, adolescent and young people identified and referred for specialized services",Language.ENGLISH
5842,Output indicator 3.1.5  Number of vulnerable children and adolencents participating in Makani CP structured activities,Language.ENGLISH
5843,Output 3.2.5: Number of children having access to safe water while in Makani center,Language.ENGLISH
5844,Output 4.1: Number of NAF beneficiaries benefiting from Makani services,Language.ENGLISH
5845,# of children from foreign  nationalities repatriated to  their countries of origin,Language.ENGLISH
5846,"# Of girls and boys  participating in structured  psychosocial support in  detention centres, state home  and in other governorates and  Awareness creation on COVID19,using materials developed by  CP SUb-cluster with standardised  messages.",Language.ENGLISH
5847,"# Children who have received  identity documents  (Certificate of Iraqi Nationality,  Civil Status ID, National  Unified Card)",Language.ENGLISH
5848,# Children whose births have  been registered and issued  with birth certificates,Language.ENGLISH
5849,# number of government and  Justice Gate social workers  received training on Best  Interest Assessment and best  interest determination  (BIA/BID).,Language.ENGLISH
